,index,Unnamed: 0,time,relativeAltitude,pressure
0,0,0,27417616,0.0,1021.04699707
1,1,1,27417617,0.010574341,1021.0454101560001
2,2,2,27417618,0.0,1021.04699707
3,3,3,27417619,-0.021133423,1021.0491333010001
4,4,4,27417620,-0.021133423,1021.0491333010001
5,5,5,27417621,0.285369873,1021.0122070310001
6,6,6,27417622,0.502044678,1020.985961914
7,7,7,27417623,0.512611389,1020.984619141
8,8,8,27417624,0.7874145509999999,1020.9515991210001
9,9,9,27417625,1.115062714,1020.911987305
10,10,10,27417626,1.374008179,1020.8803710939999
11,11,11,27417627,1.654094696,1020.8469238280001
12,12,12,27417628,1.90247345,1020.81652832
13,13,13,27417629,2.134998322,1020.788696289
14,14,14,27417630,2.372806549,1020.75982666
15,15,15,27417631,2.557769775,1020.737365723
16,16,16,27417632,2.806146622,1020.7074584960001
17,17,17,27417633,3.091518402,1020.6727294919999
18,18,18,27417634,3.260623932,1020.6527709960001
19,19,19,27417635,3.4033088680000003,1020.6356201169999
20,20,20,27417636,3.493148804,1020.6245117189999
21,21,21,27417637,3.524856567,1020.620483398
22,22,22,27417638,3.524856567,1020.620483398
23,23,23,27417639,3.514286041,1020.622009277
24,24,24,27417640,3.493148804,1020.624389648
25,25,25,27417641,3.493148804,1020.624389648
26,26,26,27417642,3.493148804,1020.624389648
27,27,27,27417643,3.466724396,1020.6274414060001
28,28,28,27417644,3.440303802,1020.630737305
29,29,29,27417645,3.4033088680000003,1020.6352539060001
30,30,30,27417646,3.162858963,1020.6644592285
31,31,31,27417647,2.885414124,1020.6981201169999
32,32,32,27417648,2.726875305,1020.7172851560001
33,33,33,27417649,2.615898132,1020.73059082
34,34,34,27417650,2.615898132,1020.73059082
35,35,35,27417651,2.6211853030000003,1020.7299804689999
36,36,36,27417652,2.6211853030000003,1020.7299804689999
37,37,37,27417653,2.573623657,1020.735717773
38,38,38,27417654,2.552482605,1020.738220215
39,39,39,27417655,2.520774841,1020.7421875
40,40,40,27417656,2.520774841,1020.7421875
41,41,41,27417657,2.531345367,1020.740478516
42,42,42,27417658,2.531345367,1020.740478516
43,43,43,27417659,2.499637604,1020.7445678710001
44,44,44,27417660,2.441505432,1020.7514038085001
45,45,45,27417661,2.356952667,1020.7620239260001
46,46,46,27417662,2.288249969,1020.7700195310001
47,47,47,27417663,2.288249969,1020.770141602
48,48,48,27417664,2.277683258,1020.77154541
49,49,49,27417665,2.261829376,1020.773193359
50,50,50,27417666,2.203697205,1020.780578613
51,51,51,27417667,2.140281677,1020.787658691
52,52,52,27417668,2.055728912,1020.798034668
53,53,53,27417669,1.992313385,1020.805969238
54,54,54,27417670,1.854911804,1020.822631836
55,55,55,27417671,1.706939697,1020.8405761719999
56,56,56,27417672,1.5801086430000002,1020.855651855
57,57,57,27417673,1.384578705,1020.879272461
58,58,58,27417674,1.183761597,1020.903381348
59,59,59,27417675,0.9697341915,1020.9295654294999
60,60,60,27417676,0.750419617,1020.955871582
61,61,61,27417677,0.628875732,1020.970703125
62,62,62,27417678,0.5284652710000001,1020.982543945
63,63,63,27417679,0.412200928,1020.996765137
64,64,64,27417680,0.317077637,1021.008422852
65,65,65,27417681,0.227241516,1021.019348145
66,66,66,27417682,0.132118225,1021.030578613
67,67,67,27417683,-0.005279541,1021.047241211
68,68,68,27417684,-0.110977173,1021.059936523
69,69,69,27417685,-0.221954346,1021.073608398
70,70,70,27417686,-0.354064941,1021.0893554689999
71,71,71,27417687,-0.491470337,1021.106445312
72,72,72,27417688,-0.6817169190000001,1021.1290283205001
73,73,73,27417689,-0.887817383,1021.154296875
74,74,74,27417690,-1.019935608,1021.17010498
75,75,75,27417691,-1.141479492,1021.1848144530001
76,76,76,27417692,-1.268310547,1021.200012207
77,77,77,27417693,-1.352867126,1021.210021973
78,78,78,27417694,-1.55368042,1021.234375
79,79,79,27417695,-1.659378052,1021.247497559
80,80,80,27417696,-1.72807312,1021.255981445
81,81,81,27417697,-1.828483582,1021.26776123
82,82,82,27417698,-1.971168518,1021.284912109
83,83,83,27417699,-2.076858521,1021.297851562
84,84,84,27417700,-2.230117798,1021.316162109
85,85,85,27417701,-2.409790039,1021.33782959
86,86,86,27417702,-2.5260543825,1021.351928711
87,87,87,27417703,-2.605323792,1021.361938477
88,88,88,27417704,-2.605323792,1021.361938477
89,89,89,27417705,-2.631744385,1021.3647460939999
90,90,90,27417706,-2.726875305,1021.376342773
91,91,91,27417707,-2.732154846,1021.376831055
92,92,92,27417708,-2.737442017,1021.377868652
93,93,93,27417709,-2.737442017,1021.377868652
94,94,94,27417710,-2.732154846,1021.37701416
95,95,95,27417711,-2.732154846,1021.37701416
96,96,96,27417712,-2.742729187,1021.378295898
97,97,97,27417713,-2.742729187,1021.378295898
98,98,98,27417714,-2.737442017,1021.377868652
99,99,99,27417715,-2.732154846,1021.376708984
100,100,100,27417716,-2.6819496155,1021.3709106445
101,101,101,27417717,-2.663452148,1021.368347168
102,102,102,27417718,-2.631744385,1021.3647460939999
103,103,103,27417719,-2.626464844,1021.3643798830001
104,104,104,27417720,-2.584182739,1021.3588867189999
105,105,105,27417721,-2.494346619,1021.348266602
106,106,106,27417722,-2.462638855,1021.3444824219999
107,107,107,27417723,-2.319953918,1021.327209473
108,108,108,27417724,-2.145561218,1021.306030273
109,109,109,27417725,-1.960601807,1021.2836303710001
110,110,110,27417726,-1.722793579,1021.254821777
111,111,111,27417727,-1.495552063,1021.227539062
112,112,112,27417728,-1.29473114,1021.202880859
113,113,113,27417729,-1.078063965,1021.1772460939999
114,114,114,27417730,-0.9591598509999999,1021.162475586
115,115,115,27417731,-0.935379028,1021.1596679689999
116,116,116,27417732,-0.982940674,1021.165405273
117,117,117,27417733,-0.993507385,1021.167053223
118,118,118,27417734,-1.004081726,1021.168151855
119,119,119,27417735,-1.004081726,1021.16784668
120,120,120,27417736,-1.004081726,1021.16784668
121,121,121,27417737,-0.961799622,1021.162780762
122,122,122,27417738,-0.919525146,1021.1578979489999
123,123,123,27417739,-0.919525146,1021.1578979489999
124,124,124,27417740,-0.924812317,1021.15838623
125,125,125,27417741,-0.95123291,1021.161743164
126,126,126,27417742,-1.004081726,1021.167907715
127,127,127,27417743,-1.014648438,1021.168945312
128,128,128,27417744,-0.9433059695,1021.1606445310001
129,129,129,27417745,-0.856109619,1021.15020752
130,130,130,27417746,-0.845542908,1021.148803711
131,131,131,27417747,-0.8296890259999999,1021.146606445
